uid,label,voice_opp_num_unique_count,voice_opp_num_count,voice_opp_head_unique_count,voice_opp_len_3,voice_opp_len_5,voice_opp_len_6,voice_opp_len_7,voice_opp_len_8,voice_opp_len_9,voice_opp_len_10,voice_opp_len_11,voice_opp_len_12,voice_opp_len_13,voice_opp_len_14,voice_opp_len_15,voice_opp_len_16,voice_opp_len_17,voice_opp_len_18,voice_opp_len_19,voice_opp_len_20,voice_opp_len_21,voice_opp_len_22,voice_opp_len_25,voice_call_len_1,voice_call_len_2,voice_call_len_3,voice_call_len_4,voice_call_len_5,voice_in_out_0,voice_in_out_1,voice_time_less_than_1min,voice_time_1min_to_2min,voice_time_2min_to_3min,voice_time_3min_to_4min,voice_time_4min_to_5min,voice_time_5min_to_6min,voice_time_6min_to_7min,voice_time_7min_to_8min,voice_time_8min_to_9min,voice_time_9min_to_10min,voice_time_10min_to_30min,voice_time_30min_to_60min,voice_time_more_than_60min,sms_opp_num_unique_count,sms_opp_num_count,sms_opp_head_unique_count,sms_opp_len_2,sms_opp_len_3,sms_opp_len_4,sms_opp_len_5,sms_opp_len_6,sms_opp_len_7,sms_opp_len_8,sms_opp_len_9,sms_opp_len_10,sms_opp_len_11,sms_opp_len_12,sms_opp_len_13,sms_opp_len_14,sms_opp_len_15,sms_opp_len_16,sms_opp_len_17,sms_opp_len_18,sms_opp_len_19,sms_opp_len_20,sms_in_out_0,sms_in_out_1,wa_name_unique_count,wa_name_count,wa_visit_cnt_std,wa_visit_cnt_max,wa_visit_cnt_min,wa_visit_cnt_median,wa_visit_cnt_mean,wa_visit_cnt_sum,wa_visit_dura_std,wa_visit_dura_max,wa_visit_dura_min,wa_visit_dura_median,wa_visit_dura_mean,wa_visit_dura_sum,wa_up_flow_std,wa_up_flow_max,wa_up_flow_min,wa_up_flow_median,wa_up_flow_mean,wa_up_flow_sum,wa_down_flowstd,wa_down_flowmax,wa_down_flowmin,wa_down_flowmedian,wa_down_flowmean,wa_down_flowsum
u2874,0,8.0,13.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,382,2310,201.76268188543796,5418.0,1.0,4.0,43.21904761904762,99836.0,238943.55877770964,7180954.0,0.0,4865.0,50172.92380952381,115899454.0,6360141.596695669,150894698.0,0.0,4640.5,566252.4077922078,1308043062.0,16067373.678901132,332604400.0,0.0,9356.5,2176211.529004329,5027048632.0
u2875,0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66,143,67.96123917743736,554.0,1.0,4.0,22.475524475524477,3214.0,83693.5967342777,672728.0,0.0,3968.0,25434.74125874126,3637168.0,162681.06114581018,1281222.0,0.0,3161.0,43834.72027972028,6268365.0,2985803.4745986015,25860186.0,0.0,3373.0,664562.2027972027,95032395.0
u2876,0,37.0,164.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,49.0,39.0,0.0,0.0,90.0,74.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,358,2569,213.3191503920355,6170.0,1.0,5.0,56.126508369015184,144189.0,373314.50705737236,13057718.0,0.0,6104.0,80836.94200077851,207670104.0,4814243.360517667,128098259.0,0.0,8349.0,780060.0303620086,2003974218.0,394293442.00471866,11441456168.0,0.0,19672.0,40921311.690541066,105126849733.0
u2877,0,79.0,385.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,378.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,2.0,49.0,0.0,0.0,125.0,260.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,10.0,79.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,35.0,80,459,50.46872089404025,713.0,1.0,4.0,17.954248366013072,8241.0,62894.19989307584,768129.0,0.0,5672.0,22320.263616557735,10245001.0,427050.772373872,8798074.0,56.0,3772.0,55746.25490196078,25587531.0,2794182.5414396864,44003828.0,0.0,5875.0,449907.1241830065,206507370.0
u2878,0,3.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,126,707,97.96399716822431,967.0,1.0,7.0,47.71852899575672,33737.0,106757.43231033902,965755.0,0.0,8952.0,58731.48656294201,41523161.0,256196.00671298147,3303292.0,0.0,11824.0,91907.49646393211,64978600.0,1941554.2828034672,46196037.0,0.0,16024.0,329517.22489391797,232968678.0
u2879,0,44.0,163.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,10.0,21.0,0.0,0.0,51.0,112.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,5.0,58.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,251,1544,130.53901073684787,1426.0,1.0,5.0,44.623056994818654,68898.0,164073.61795220492,2149342.0,0.0,4999.5,55810.21437823834,86170971.0,1132288.5742149348,33300662.0,0.0,4796.0,156972.58937823834,242365678.0,11113529.915052138,245052654.0,0.0,7812.0,1447256.0401554403,2234563326.0
u2880,0,62.0,319.0,25.0,0.0,4.0,0.0,0.0,6.0,1.0,4.0,298.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,4.0,14.0,0.0,0.0,199.0,120.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,6.0,462.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,459.0,210,1708,93.60082696737459,809.0,1.0,5.0,39.21779859484778,66984.0,104734.81076591722,1045783.0,0.0,5421.0,43719.95433255269,74673682.0,1783782.7665299827,72941913.0,0.0,6632.5,146925.7154566745,250949122.0,2477600.989965611,63424159.0,0.0,11065.0,601992.3348946136,1028202908.0
u2881,0,85.0,232.0,55.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,219.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,80.0,0.0,0.0,41.0,191.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,2.0,227.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,102,257,137.7160080352441,1911.0,1.0,3.0,27.77431906614786,7138.0,132861.7418021356,1479348.0,0.0,3205.0,30389.237354085602,7810034.0,300807.45033905836,3096894.0,0.0,3592.0,59443.48249027237,15276975.0,3614839.369840336,42017582.0,0.0,6640.0,549429.2879377432,141203327.0
u2882,0,50.0,93.0,23.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,79.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,0.0,0.0,0.0,1.0,92.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,8.0,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,52.0,256,1990,101.49992566049198,1046.0,1.0,5.0,41.48844221105528,82562.0,122728.1873476275,1333384.0,0.0,6743.0,51195.520100502516,101879085.0,211940.02701380034,4985272.0,0.0,5280.0,65670.05326633166,130683406.0,2071830.4077400318,78055478.0,0.0,7593.0,266910.0271356784,531150954.0
u2883,0,74.0,252.0,29.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,230.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1.0,7.0,0.0,0.0,82.0,170.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,14.0,256.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,16.0,0.0,141.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,254.0,287,2126,102.81777552908923,1569.0,1.0,5.0,36.43603010348072,77463.0,137206.44286947674,2842206.0,0.0,5895.5,45325.75070555033,96362546.0,992833.7418817878,24597593.0,40.0,9381.0,200738.2963311383,426769618.0,45350382.3383412,1222888858.0,0.0,19814.0,4614814.131702729,9811094844.0
u2884,0,12.0,30.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,5.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,57,96,90.65980366182136,597.0,1.0,3.0,29.0,2784.0,116100.09556958033,795772.0,0.0,4323.0,35183.697916666664,3377635.0,268260.2890477532,1893380.0,0.0,2994.5,62317.260416666664,5982457.0,2175314.858970221,20774548.0,0.0,3071.5,358149.6354166667,34382365.0
u2885,0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,111,269,60.73508675316151,829.0,1.0,3.0,18.486988847583643,4973.0,77026.81139758891,1089470.0,0.0,3333.0,21505.416356877322,5784957.0,516343.7803939378,8188767.0,0.0,2934.0,76727.82527881041,20639785.0,12363641.490665838,200669631.0,0.0,5698.0,1188992.6654275092,319839027.0
u2886,0,5.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,234,782,159.45945893769687,2818.0,1.0,4.0,37.43478260869565,29274.0,199462.87247595983,3592873.0,0.0,4078.5,46031.937340153454,35996975.0,838827.143973773,16687126.0,0.0,5245.5,152598.33120204604,119331895.0,7187786.738068011,94348752.0,0.0,7449.5,1272952.2787723786,995448682.0
u2887,0,15.0,102.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,55.0,47.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,48,154,38.41651386416519,247.0,1.0,4.0,19.675324675324674,3030.0,53175.305264899784,290603.0,0.0,5595.5,28057.467532467534,4320850.0,143425.08194053115,778469.0,60.0,12024.0,70243.1948051948,10817452.0,1591751.405416127,15340200.0,0.0,32248.0,438560.9220779221,67538382.0
u2888,0,41.0,280.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,3.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,1.0,0.0,0.0,0.0,143.0,137.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,4.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,99,380,38.222052289364875,272.0,1.0,4.0,18.128947368421052,6889.0,61067.89600166374,511696.0,0.0,6537.0,28056.226315789474,10661366.0,1007093.1390789624,14298488.0,55.0,8575.0,202632.19210526315,77000233.0,32697044.603478447,510596958.0,0.0,12931.5,4916902.536842105,1868422964.0
u2889,0,11.0,26.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,17.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,12,42,8.751472416349326,41.0,1.0,5.0,8.404761904761905,353.0,14845.068071641977,58002.0,0.0,8089.5,13731.261904761905,576713.0,4760.61177785159,28231.0,122.0,2220.0,3372.809523809524,141658.0,7934.339282924707,47348.0,0.0,1086.0,3120.595238095238,131065.0
u2890,0,10.0,139.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,96.0,43.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,128,416,40.44321067971003,649.0,1.0,2.0,11.932692307692308,4964.0,60682.4205477164,954260.0,0.0,2912.5,16459.764423076922,6847262.0,318582.10627302545,5154033.0,0.0,2101.0,58366.543269230766,24280482.0,4024983.3688721694,50247198.0,0.0,3363.0,706276.2115384615,293810904.0
u2891,0,56.0,494.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,295.0,199.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,3.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,147,674,24.902819571630534,252.0,1.0,2.0,10.213649851632047,6884.0,35350.65733898252,372971.0,0.0,3239.5,13207.910979228487,8902132.0,378890.7040201216,8122085.0,0.0,2394.0,49563.54747774481,33405831.0,4259649.453662976,80143711.0,0.0,2962.0,497812.64540059346,335525723.0
u2892,0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,117,555,60.30673375995283,779.0,1.0,3.0,21.405405405405407,11880.0,66703.73460537865,789714.0,0.0,4519.0,25274.583783783783,14027394.0,136796.7709817909,1706158.0,0.0,4209.0,46381.414414414416,25741685.0,3204746.2640266856,57009103.0,0.0,6845.0,515691.05945945944,286208538.0
u2893,0,4.0,19.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,7.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,230,1507,266.18223731801476,3483.0,1.0,5.0,75.15859323158593,113264.0,317511.9851851236,4380516.0,0.0,7171.0,91486.32913072329,137869898.0,2085278.1225483625,42279876.0,0.0,9872.0,444160.09356337093,669349261.0,65719326.42568599,1172992833.0,0.0,21915.0,8861843.97412077,13354798869.0
u2894,0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,25,53,48.07197071735481,251.0,1.0,11.0,32.320754716981135,1713.0,56367.83200751241,238464.0,0.0,9981.0,38340.75471698113,2032060.0,115044.91956315981,593797.0,80.0,13009.0,51511.22641509434,2730095.0,435030.11855661316,2635826.0,0.0,9264.0,134857.75471698114,7147461.0
u2895,0,45.0,160.0,22.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,142.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,2.0,2.0,0.0,0.0,55.0,105.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,165,589,14.157107259004862,159.0,1.0,2.0,6.643463497453311,3913.0,19055.543541196905,218065.0,0.0,2455.0,8401.568760611206,4948524.0,115219.75109358618,1529505.0,0.0,1196.0,24320.34974533107,14324686.0,1541790.0278968236,29233050.0,0.0,1199.0,215686.71477079796,127039475.0
u2896,0,52.0,246.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,1.0,3.0,0.0,0.0,117.0,129.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,7.0,50.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,107,362,31.53991675396146,245.0,1.0,2.0,12.878453038674033,4662.0,45114.234696609055,358197.0,0.0,2963.0,16973.71270718232,6144484.0,77431.35461599276,875786.0,0.0,1693.0,23734.10497237569,8591746.0,1314432.7231515076,16887127.0,0.0,1576.5,224138.7679558011,81138234.0
u2897,0,14.0,71.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,14.0,57.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13,16,7.2571803523590805,31.0,1.0,2.0,4.5,72.0,11142.567927958378,45746.0,0.0,2441.5,5148.8125,82381.0,4682.979453563725,18656.0,213.0,2242.0,3794.8125,60717.0,4392.878524764068,16174.0,390.0,2720.5,4108.5,65736.0
u2898,0,18.0,156.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,4.0,0.0,0.0,0.0,47.0,109.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,7.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,340,2600,118.81635357419692,1366.0,1.0,4.0,37.96576923076923,98711.0,154921.57974824464,2239902.0,0.0,5518.0,49764.04961538462,129386529.0,4511013.913493235,153880634.0,0.0,9763.5,551408.5926923077,1433662341.0,59968248.61694767,1437256279.0,0.0,22637.5,8130769.700769231,21140001222.0
u2899,0,16.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,9.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,6,30,0.4025778999364487,3.0,1.0,1.0,1.1,33.0,2939.5404089911667,8598.0,0.0,2636.5,3498.3333333333335,104950.0,300.97458746354414,778.0,41.0,392.0,393.23333333333335,11797.0,192.21470574190798,975.0,0.0,106.5,192.3,5769.0
u2900,0,8.0,13.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,10.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,256,1012,62.9188545105943,1077.0,1.0,3.0,18.033596837944664,18250.0,91009.66274082415,1516620.0,0.0,3697.5,24518.251976284584,24812471.0,460577.5291077094,9846138.0,0.0,3200.0,79117.36067193675,80066769.0,31438648.2825933,898982799.0,0.0,4724.5,2489481.065217391,2519354838.0
u2901,0,20.0,79.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1.0,0.0,0.0,31.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,279,1862,81.5414265383727,1264.0,1.0,5.0,32.15735767991407,59877.0,110631.42576591451,1823431.0,0.0,6321.0,40702.212137486575,75787519.0,747678.6422365509,29742190.0,0.0,5784.0,90523.18635875403,168554173.0,46464475.28629547,1989595464.0,0.0,12724.0,1663571.7271750805,3097570556.0
u2902,0,10.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,6.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,101,310,21.109076482119438,205.0,1.0,2.0,7.690322580645161,2384.0,28812.67291540435,245269.0,0.0,2077.0,9666.425806451613,2996592.0,198866.29572725855,3124884.0,0.0,1738.0,31233.009677419355,9682233.0,29213830.223056424,510483628.0,0.0,2057.0,2164611.9838709678,671029715.0
u2903,0,56.0,171.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,1.0,0.0,0.0,56.0,115.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,28.0,129.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,91.0,358,2349,258.6277988854106,4647.0,1.0,4.0,74.67603235419327,175414.0,358060.53093079495,8365895.0,0.0,5890.0,96232.46360153257,226050057.0,2238635.2769060307,39892683.0,0.0,8500.0,447082.03575989784,1050195702.0,78171749.99445635,2281448735.0,0.0,25459.0,9403213.766283525,22088149137.0
