uid,label,voice_opp_num_unique_count,voice_opp_num_count,voice_opp_head_unique_count,voice_opp_len_3,voice_opp_len_5,voice_opp_len_6,voice_opp_len_7,voice_opp_len_8,voice_opp_len_9,voice_opp_len_10,voice_opp_len_11,voice_opp_len_12,voice_opp_len_13,voice_opp_len_15,voice_opp_len_16,voice_call_len_1,voice_call_len_2,voice_call_len_3,voice_in_out_0,voice_in_out_1,voice_time_less_than_1min,voice_time_more_than_60min,sms_opp_num_unique_count,sms_opp_num_count,sms_opp_head_unique_count,sms_opp_len_5,sms_opp_len_7,sms_opp_len_8,sms_opp_len_9,sms_opp_len_10,sms_opp_len_11,sms_opp_len_12,sms_opp_len_13,sms_opp_len_14,sms_in_out_0,sms_in_out_1,wa_name_unique_count,wa_name_count,wa_visit_cnt_std,wa_visit_cnt_max,wa_visit_cnt_median,wa_visit_cnt_mean,wa_visit_cnt_sum,wa_visit_dura_std,wa_visit_dura_max,wa_visit_dura_min,wa_visit_dura_median,wa_visit_dura_mean,wa_visit_dura_sum,wa_up_flow_std,wa_up_flow_max,wa_up_flow_min,wa_up_flow_median,wa_up_flow_mean,wa_up_flow_sum,wa_down_flowstd,wa_down_flowmax,wa_down_flowmin,wa_down_flowmedian,wa_down_flowmean,wa_down_flowsum,sms_in_out_diff,voice_in_out_diff,voice_opp_num_unique_count_ratio,voice_opp_len12_ratio,voice_call_len1andlen3_ratio,sms_opp_len11andlen13_ratio,mean_diff_wa_up_and_wa_down
u2554,0,39.0,238.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,218.0,17.0,0.0,0.0,0.0,221.0,6.0,11.0,120.0,118.0,238.0,238.0,6.0,76.0,6.0,0.0,0.0,1.0,12.0,0.0,63.0,0.0,0.0,0.0,4.0,72.0,198,1466,101.09334805065737,1238.0,4.0,34.69236016371078,50859.0,118970.62416772432,1152531.0,0.0,5087.5,41789.36766712142,61263213.0,351273.23051429924,6740994.0,0.0,4093.5,69850.23533424284,102400445.0,5234997.053369692,166927029.0,0.0,5297.0,495697.9229195089,726693155.0,-0.8947368421052632,0.008403361344537815,0.1638655462184874,0.07142857142857142,1.8571428571428572,0.8289473684210527,-425847.6875852661
u2555,0,3.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,21.0,25.0,46.0,46.0,4.0,14.0,2.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,184,931,73.7884178419964,1298.0,4.0,24.389903329752954,22707.0,99867.01506139243,1620988.0,0.0,4263.0,30228.355531686364,28142599.0,685779.4177470454,14970670.0,0.0,4335.0,80937.7508055854,75353046.0,17658006.251502365,528939899.0,0.0,6524.0,1170184.5843179377,1089441848.0,-1.0,-0.08695652173913043,0.06521739130434782,0.0,1.9130434782608696,0.07142857142857142,-1089246.8335123523
u2556,0,5.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,2.0,11.0,11.0,4.0,9.0,4.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,1.0,8.0,1,0,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,-0.7777777777777778,0.6363636363636364,0.45454545454545453,0.0,2.0,0.5555555555555556,
u2557,0,35.0,141.0,21.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,131.0,5.0,0.0,0.0,0.0,136.0,0.0,5.0,62.0,79.0,141.0,141.0,7.0,35.0,5.0,2.0,0.0,2.0,14.0,0.0,17.0,0.0,0.0,0.0,4.0,31.0,245,1329,60.20696711465997,850.0,4.0,24.909706546275395,33105.0,73911.79001979892,1215972.0,0.0,4201.0,26677.78254326561,35454773.0,334040.44459103193,6773964.0,0.0,4209.0,78019.71858540256,103688206.0,5727982.084341872,120785410.0,0.0,6228.0,731184.4213694506,971744096.0,-0.7714285714285715,-0.12056737588652482,0.24822695035460993,0.03546099290780142,1.929078014184397,0.4857142857142857,-653164.702784048
u2558,0,26.0,184.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,180.0,2.0,0.0,0.0,0.0,179.0,5.0,0.0,90.0,94.0,184.0,184.0,7.0,57.0,6.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,20.0,37.0,61,623,65.66371582459387,509.0,5.0,31.274478330658106,19484.0,107016.89112297137,920741.0,0.0,7887.0,46266.58426966292,28824082.0,257855.91029019523,2508101.0,41.0,9574.0,95428.08025682184,59451694.0,1644846.6374363392,17016495.0,0.0,22891.0,512110.97271268064,319045136.0,-0.2982456140350877,-0.021739130434782608,0.14130434782608695,0.010869565217391304,1.9456521739130435,0.9473684210526315,-416682.8924558588
u2559,0,61.0,537.0,28.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,524.0,2.0,0.0,0.0,0.0,348.0,66.0,123.0,302.0,235.0,537.0,537.0,7.0,21.0,7.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,6.0,15.0,576,4434,206.59724202363438,2725.0,6.0,64.89242219215157,287733.0,249695.5212048895,3046813.0,0.0,6078.0,73654.64682002706,326584704.0,2818027.1028083838,61811039.0,0.0,6755.0,479763.0166892197,2127269216.0,44919921.87204529,1241989737.0,0.0,10354.5,4568319.3852052335,20255928154.0,-0.42857142857142855,0.12476722532588454,0.11359404096834265,0.0037243947858473,1.2960893854748603,0.9047619047619048,-4088556.368516014
u2560,0,206.0,1077.0,50.0,1.0,16.0,2.0,5.0,0.0,1.0,0.0,1002.0,50.0,0.0,0.0,0.0,869.0,32.0,176.0,512.0,565.0,1077.0,1077.0,145.0,440.0,35.0,0.0,0.0,32.0,13.0,27.0,368.0,0.0,0.0,0.0,286.0,154.0,256,1516,61.45671662213415,900.0,3.0,22.10290237467018,33508.0,81266.30157162184,1272746.0,0.0,3969.5,28437.656992084434,43111488.0,340479.2201732733,7439039.0,0.0,3452.5,78424.39907651715,118891389.0,4626074.2642678125,121270181.0,0.0,5755.5,560522.0514511872,849751430.0,0.3,-0.04921077065923862,0.19127205199628597,0.04642525533890436,1.6137418755803157,0.8363636363636363,-482097.6523746701
u2561,0,120.0,735.0,38.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,717.0,7.0,0.0,0.0,0.0,724.0,6.0,5.0,368.0,367.0,735.0,735.0,8.0,113.0,7.0,0.0,0.0,1.0,1.0,0.0,111.0,0.0,0.0,0.0,11.0,102.0,17,43,20.251382518465046,96.0,11.0,16.976744186046513,730.0,25239.80941484892,119078.0,0.0,9955.0,18557.81395348837,797986.0,33201.442717138765,166180.0,104.0,6958.0,18549.023255813954,797608.0,310474.2141632737,1714941.0,60.0,9130.0,99162.46511627908,4263986.0,-0.8053097345132744,0.0013605442176870747,0.16326530612244897,0.009523809523809525,1.9700680272108844,0.9823008849557522,-80613.44186046513
u2562,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113,459,41.60181864660975,350.0,3.0,17.904139433551194,8218.0,45634.092414027975,391180.0,0.0,3950.0,21372.62962962963,9810037.0,483354.27917539526,9866072.0,0.0,4745.0,75404.81263616557,34610809.0,3873572.3457901035,53264333.0,0.0,8997.0,813342.1437908497,373324044.0,1.0,-1.0,1.0,0.0,2.0,0.0,-737937.3311546842
u2563,0,7.0,47.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,17.0,30.0,47.0,47.0,9.0,27.0,3.0,0.0,0.0,5.0,6.0,1.0,14.0,1.0,0.0,0.0,1.0,26.0,54,88,86.29399745558901,648.0,4.0,30.78409090909091,2709.0,171858.311221755,1479436.0,0.0,5176.0,46108.579545454544,4057555.0,3803225.3714783257,35477858.0,0.0,2665.0,547924.1477272727,48217325.0,230339297.80895945,2155038478.0,0.0,4063.0,28259975.40909091,2486877836.0,-0.9259259259259259,-0.2765957446808511,0.14893617021276595,0.0,2.0,0.5185185185185185,-27712051.261363637
u2564,0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,12.0,1,0,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,-1.0,-1.0,0.7142857142857143,0.0,2.0,1.0,
u2565,0,111.0,795.0,33.0,1.0,3.0,0.0,0.0,12.0,1.0,0.0,767.0,11.0,0.0,0.0,0.0,658.0,5.0,132.0,472.0,323.0,795.0,795.0,18.0,85.0,12.0,0.0,0.0,2.0,17.0,1.0,63.0,0.0,0.0,2.0,27.0,58.0,225,1081,59.05402623178539,785.0,3.0,22.425531914893615,24242.0,72799.89224983744,975334.0,0.0,3809.0,26553.38112858464,28704205.0,488568.2745970228,12699342.0,0.0,3604.0,81909.43200740055,88544096.0,6123386.776774685,191012617.0,0.0,6001.0,601153.4949121184,649846928.0,-0.36470588235294116,0.18742138364779873,0.13962264150943396,0.013836477987421384,1.6553459119496856,0.7411764705882353,-519244.06290471787
u2566,0,21.0,113.0,23.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,102.0,1.0,0.0,0.0,0.0,112.0,0.0,1.0,77.0,36.0,113.0,113.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,5.0,275,1985,122.10180193407827,1919.0,4.0,34.83425692695214,69146.0,156600.14663478412,2046045.0,0.0,5031.0,45986.02972292192,91282269.0,1687128.0475079708,28992214.0,0.0,7384.0,354981.8413098237,704638955.0,65097532.82255789,1628333692.0,0.0,18008.0,5834246.047858942,11580978405.0,-0.25,0.36283185840707965,0.18584070796460178,0.008849557522123894,1.9823008849557522,0.875,-5479264.206549118
u2567,0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,8.0,8.0,3.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,42.0,0.0,1.0,58.0,108,705,58.31645532746334,774.0,5.0,20.388652482269503,14374.0,21941.015369357883,223066.0,0.0,2640.0,10351.571631205674,7297858.0,40410.51804696916,816602.0,0.0,2711.0,13034.080851063829,9189027.0,309657.013386395,3246345.0,0.0,4789.0,69862.66524822696,49253179.0,-0.9661016949152542,0.0,0.5,0.125,2.0,1.0,-56828.584397163126
u2568,0,26.0,81.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,68.0,8.0,0.0,0.0,0.0,72.0,9.0,0.0,32.0,49.0,81.0,81.0,4.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,18.0,3.0,16,32,8.203989489777953,37.0,3.0,5.71875,183.0,11686.865015655534,59401.0,0.0,5155.5,6995.09375,223843.0,13419.235627959952,48369.0,41.0,2126.0,8529.0,272928.0,48055.17902050247,236350.0,0.0,2127.5,19508.78125,624281.0,0.7142857142857143,-0.20987654320987653,0.32098765432098764,0.09876543209876543,1.7777777777777777,1.0,-10979.78125
u2569,0,33.0,91.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,91.0,0.0,0.0,7.0,84.0,91.0,91.0,5.0,168.0,4.0,2.0,0.0,3.0,12.0,1.0,150.0,0.0,0.0,0.0,1.0,167.0,190,698,69.66116720013314,1016.0,3.0,17.197707736389685,12004.0,94157.6342823568,1272521.0,0.0,3016.5,21387.47564469914,14928458.0,459970.6619597283,6815330.0,0.0,2598.5,69102.59455587392,48233611.0,2437076.6460372186,41083780.0,0.0,2985.0,398360.8065902578,278055843.0,-0.9880952380952381,-0.8461538461538461,0.3626373626373626,0.02197802197802198,2.0,0.8928571428571429,-329258.2120343839
u2570,0,334.0,1350.0,64.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,1288.0,50.0,0.0,1.0,0.0,1285.0,47.0,11.0,697.0,653.0,1350.0,1350.0,43.0,157.0,19.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,69.0,0.0,78.0,79.0,333,2268,91.288881437831,1245.0,3.0,27.7689594356261,62980.0,106264.05458116833,1546987.0,0.0,3781.0,33227.68077601411,75360380.0,774489.7681575356,24690662.0,0.0,4806.5,123692.73589065256,280535125.0,6365967.708944168,182869370.0,0.0,9171.5,922254.0013227513,2091672075.0,-0.006369426751592357,0.03259259259259259,0.2474074074074074,0.037037037037037035,1.9037037037037037,1.0,-798561.2654320988
u2571,0,24.0,169.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160.0,8.0,0.0,0.0,0.0,122.0,2.0,45.0,106.0,63.0,169.0,169.0,2.0,15.0,2.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,113,603,30.915323857133888,523.0,4.0,12.147595356550578,7325.0,48736.13842134174,732396.0,0.0,4754.0,15716.769485903817,9477212.0,251431.19866722872,4379873.0,0.0,2746.0,36162.12106135987,21805759.0,7366177.036543768,174984687.0,0.0,2928.0,502915.22388059704,303257880.0,-1.0,0.25443786982248523,0.14201183431952663,0.047337278106508875,1.4437869822485208,0.13333333333333333,-466753.10281923716
u2572,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,161,616,41.71612890390816,786.0,3.0,11.060064935064933,6813.0,49952.299039152174,821240.0,0.0,2777.0,13670.383116883115,8420956.0,363493.3938201368,6424401.0,0.0,2484.5,55353.51298701299,34097764.0,6791336.441948524,116640350.0,0.0,3330.5,810799.7483766235,499452645.0,-1.0,-1.0,1.0,0.0,2.0,0.0,-755446.2353896105
u2573,0,66.0,410.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,388.0,21.0,0.0,0.0,0.0,127.0,210.0,73.0,253.0,157.0,410.0,410.0,19.0,117.0,14.0,2.0,0.0,5.0,16.0,0.0,92.0,2.0,0.0,0.0,18.0,99.0,273,1791,118.98805694686682,1013.0,4.0,39.06979341150196,69974.0,182337.97560434503,2420713.0,0.0,6036.0,56404.71300949191,101020841.0,812626.7439458857,17122798.0,0.0,7019.0,143401.13121161365,256831426.0,26941282.45160422,677730722.0,0.0,10420.0,3209595.214963708,5748385030.0,-0.6923076923076923,0.23414634146341465,0.16097560975609757,0.05121951219512195,0.6195121951219512,0.7863247863247863,-3066194.0837520943
u2574,0,13.0,108.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,103.0,5.0,0.0,44.0,64.0,108.0,108.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,16,0.34156502553198664,2.0,1.0,1.125,18.0,1271.9411002479635,4602.0,0.0,101.5,714.8125,11437.0,304.082328490164,846.0,60.0,250.0,376.9375,6031.0,423.05988543782615,1074.0,0.0,242.0,440.25,7044.0,1.0,-0.18518518518518517,0.12037037037037036,0.0,1.9074074074074074,0.0,-63.3125
u2575,0,12.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,17.0,1.0,4.0,9.0,13.0,22.0,22.0,2.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,42.0,0.0,0.0,61.0,125,772,42.859004690325754,264.0,4.0,23.05699481865285,17800.0,54544.70805913368,557288.0,0.0,5371.5,28288.09196891192,21838407.0,560533.2859758048,14345969.0,0.0,3991.5,72083.52590673575,55648482.0,4985580.79620217,120835762.0,0.0,7175.0,517795.1126943005,399737827.0,-1.0,-0.18181818181818182,0.5454545454545454,0.045454545454545456,1.5454545454545454,1.0,-445711.58678756474
u2576,0,54.0,371.0,37.0,0.0,16.0,1.0,0.0,0.0,0.0,4.0,348.0,1.0,1.0,0.0,0.0,136.0,0.0,235.0,223.0,148.0,371.0,371.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,15.0,0.0,138,460,59.945547383704394,772.0,3.0,19.167391304347827,8817.0,64112.47142530584,476696.0,0.0,3926.5,26026.554347826088,11972215.0,437627.3117949679,7114144.0,0.0,2285.5,75620.73043478261,34785536.0,10327932.908857277,147738763.0,0.0,7661.0,1627945.45,748854907.0,1.0,0.20215633423180593,0.14555256064690028,0.0026954177897574125,0.7331536388140162,1.0,-1552324.7195652174
u2577,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,151,701,24.63255950096901,221.0,3.0,11.540656205420827,8090.0,29938.643046704823,362894.0,0.0,3400.0,13419.897289586304,9407348.0,339685.0582910904,6397124.0,0.0,3675.0,42842.62054208274,30032677.0,1385793.047315758,26914457.0,0.0,6799.0,233373.11554921538,163594554.0,1.0,-1.0,1.0,0.0,2.0,1.0,-190530.49500713265
u2578,0,43.0,344.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,340.0,1.0,0.0,0.0,0.0,299.0,0.0,45.0,187.0,157.0,344.0,344.0,7.0,25.0,7.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,9.0,16.0,100,318,17.434693674942366,276.0,2.0,6.216981132075473,1977.0,30177.035863596127,414945.0,0.0,2196.0,9025.037735849057,2869962.0,126197.65224773224,1519939.0,0.0,1076.0,26892.17610062893,8551712.0,2851473.985477159,29004268.0,0.0,1488.0,454796.2327044025,144625202.0,-0.28,0.0872093023255814,0.125,0.0029069767441860465,1.7383720930232558,0.68,-427904.05660377356
u2579,0,16.0,94.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,91.0,0.0,0.0,0.0,0.0,81.0,0.0,13.0,15.0,79.0,94.0,94.0,8.0,28.0,3.0,0.0,0.0,2.0,12.0,0.0,14.0,0.0,0.0,0.0,4.0,24.0,64,383,21.93251655001595,258.0,3.0,10.577023498694516,4051.0,29694.731600353858,312766.0,0.0,3227.0,13068.203655352481,5005122.0,724458.6730274494,11412728.0,42.0,1967.0,103534.94255874674,39653883.0,351537.2512856531,6350328.0,0.0,2056.0,45580.24281984334,17457233.0,-0.7142857142857143,-0.6808510638297872,0.1702127659574468,0.0,1.7234042553191489,0.5,57954.6997389034
u2580,0,35.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,37.0,29.0,66.0,66.0,14.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,65,99,31.792374904068065,303.0,3.0,9.333333333333334,924.0,46038.27851922582,441965.0,0.0,2090.0,11801.808080808081,1168379.0,81831.79766528746,702203.0,0.0,736.0,21250.898989898993,2103839.0,1251137.4351815071,9035958.0,0.0,855.0,216756.50505050505,21458894.0,1.0,0.12121212121212122,0.5303030303030303,0.0,2.0,1.0,-195505.60606060605
u2581,0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,5.0,24.0,29.0,29.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2,1,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,612.0,612.0,612.0,612.0,612.0,,459.0,459.0,459.0,459.0,459.0,-1.0,-0.6551724137931034,0.06896551724137931,0.0,2.0,1.0,153.0
u2582,0,20.0,91.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,4.0,0.0,0.0,0.0,91.0,0.0,0.0,50.0,41.0,91.0,91.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38,72,34.40620542621616,180.0,2.0,12.625,909.0,45002.351691836906,254257.0,0.0,3294.0,16272.25,1171602.0,316435.523269467,2599687.0,40.0,1887.5,66228.09722222223,4768423.0,11655686.718887722,97319077.0,0.0,3309.0,1929555.138888889,138927970.0,1.0,0.0989010989010989,0.21978021978021978,0.04395604395604396,2.0,1.0,-1863327.0416666667
u2583,0,28.0,156.0,19.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,150.0,1.0,0.0,0.0,0.0,152.0,2.0,2.0,64.0,92.0,156.0,156.0,6.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,18.0,0.0,13.0,39.0,105,267,30.052615476781675,302.0,2.0,9.198501872659175,2456.0,39035.420744433366,380462.0,0.0,2620.0,12376.58426966292,3304548.0,443698.1840977521,6694543.0,0.0,1524.0,57397.01123595506,15325002.0,5034915.675714055,67933609.0,0.0,2112.0,611466.5767790262,163261576.0,-0.5,-0.1794871794871795,0.1794871794871795,0.00641025641025641,1.9487179487179487,1.0,-554069.5655430711
u2584,0,141.0,676.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,667.0,7.0,0.0,0.0,0.0,517.0,43.0,116.0,324.0,352.0,676.0,676.0,14.0,113.0,8.0,0.0,0.0,0.0,15.0,0.0,97.0,1.0,0.0,0.0,41.0,72.0,115,647,60.57162739719655,660.0,4.0,21.10664605873261,13656.0,83397.9970961066,888178.0,0.0,4978.0,26791.90262751159,17334361.0,119015.60965799475,1315362.0,0.0,3939.0,38529.91808346213,24928857.0,1103543.2230581378,16001078.0,0.0,5432.0,237812.00772797532,153864369.0,-0.2743362831858407,-0.04142011834319527,0.20857988165680474,0.010355029585798817,1.529585798816568,0.8584070796460177,-199282.08964451318
u2585,0,22.0,70.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,64.0,0.0,6.0,37.0,33.0,70.0,70.0,2.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,149,619,40.918017638811726,515.0,3.0,13.45718901453958,8330.0,41906.30409146602,483080.0,0.0,2743.0,15376.6704361874,9518159.0,140332.53212147602,2130581.0,0.0,2971.0,38132.52665589661,23604034.0,5712534.545949826,128931833.0,0.0,3936.0,606955.7059773828,375705582.0,-1.0,0.05714285714285714,0.3142857142857143,0.0,1.8285714285714285,0.8333333333333334,-568823.1793214863
u2586,0,37.0,156.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,0.0,156.0,0.0,0.0,67.0,89.0,156.0,156.0,2.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,56.0,0.0,0.0,65.0,7,6,3.6147844564602565,12.0,5.0,5.666666666666668,34.0,5291.0002614502555,15041.0,0.0,6354.0,6924.166666666668,41545.0,2619.875830390949,7365.0,196.0,3379.0,3281.166666666666,19687.0,2656.8061841240883,6248.0,104.0,2542.0,2921.5,17529.0,-1.0,-0.14102564102564102,0.23717948717948717,0.00641025641025641,2.0,1.0,359.66666666666606
u2587,0,24.0,165.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160.0,4.0,0.0,0.0,0.0,164.0,1.0,0.0,92.0,73.0,165.0,165.0,2.0,77.0,2.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,244,1523,161.6958263424959,1619.0,3.0,51.402495075508874,78286.0,203287.01244327988,2000873.0,0.0,4657.0,67120.80630334865,102224988.0,1535512.4190774837,37024227.0,0.0,3659.0,256704.28430728824,390960625.0,20071771.31831237,705217451.0,0.0,5709.0,1998968.2468811555,3044428640.0,1.0,0.11515151515151516,0.14545454545454545,0.024242424242424242,1.9878787878787878,0.012987012987012988,-1742263.9625738673
u2588,0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,10.0,12.0,12.0,2.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,9,33,0.6454972243679028,3.0,1.0,1.3333333333333333,44.0,3333.035867314217,12632.0,0.0,3048.0,3955.9696969696975,130547.0,362.3513279242741,1813.0,0.0,560.0,505.2121212121212,16672.0,281.9833167212041,1140.0,40.0,380.0,368.8181818181818,12171.0,1.0,-0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,0.5714285714285714,136.39393939393938
u2589,0,5.0,142.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,0.0,0.0,0.0,142.0,0.0,0.0,73.0,69.0,142.0,142.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,0.0,27.0,150,853,27.05626726944745,248.0,4.0,13.218053927315356,11275.0,32922.215029689265,346778.0,0.0,4209.0,15407.791324736223,13142846.0,90126.87663369779,1575424.0,0.0,2839.0,24347.382180539276,20768317.0,1912104.9034634016,45027718.0,0.0,3984.0,241558.30597889802,206049235.0,-1.0,0.028169014084507043,0.035211267605633804,0.007042253521126761,2.0,1.0,-217210.92379835874
u2590,0,95.0,533.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,5.0,0.0,0.0,0.0,347.0,33.0,153.0,322.0,211.0,533.0,533.0,5.0,7.0,4.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,165,1716,340.4312313663884,4916.0,7.0,95.73659673659674,164284.0,466301.73516230774,9781571.0,0.0,8217.0,118723.50815850815,203729540.0,3609765.440769126,71231001.0,0.0,6325.5,437909.2587412588,751452288.0,37198102.24796959,660345520.0,0.0,13107.5,5741905.788461537,9853110333.0,-0.7142857142857143,0.20825515947467166,0.17823639774859287,0.009380863039399626,1.302063789868668,0.5714285714285714,-5303996.529720278
u2591,0,92.0,541.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,476.0,58.0,0.0,0.0,0.0,505.0,8.0,28.0,298.0,243.0,541.0,541.0,6.0,13.0,5.0,0.0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0,8.0,198,1330,163.04674069607157,2964.0,5.0,55.13007518796992,73323.0,217321.42171401047,4873774.0,0.0,5114.0,66289.14661654137,88164565.0,859520.0694500534,15400291.0,0.0,4059.5,173283.18045112785,230466630.0,11761892.38045578,365484036.0,0.0,6083.5,997586.7894736843,1326790430.0,-0.23076923076923078,0.10166358595194085,0.17005545286506468,0.10720887245841035,1.866913123844732,0.6153846153846154,-824303.6090225565
u2592,0,11.0,26.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,19.0,26.0,26.0,2.0,11.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,141,883,30.333494357080628,320.0,3.0,12.707814269535675,11221.0,35692.375239058485,424958.0,0.0,3041.0,14125.360135900342,12472693.0,291668.4236436809,5990973.0,0.0,3430.0,43412.73839184598,38333448.0,1521868.7566673537,20910122.0,0.0,3884.0,260037.6885617214,229613279.0,1.0,-0.46153846153846156,0.4230769230769231,0.0,2.0,0.09090909090909091,-216624.95016987543
